row_index,CID,IDSURVEY,RA,DEC,zHD,zCMB,environment_method,catalog_source,environment_label,void_label,filament_label,nearest_void_id,nearest_void_sample,nearest_void_distance_mpc_h,nearest_void_radius_mpc_h,void_distance_over_radius,nearest_filament_id,nearest_filament_point_id,nearest_filament_distance_mpc_h,coverage_flag,notes
890,330023,15,35.7981,-2.7801,0.18078,0.18064,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,706.515306234222,25.88,27.2996640739653,1825,70606,68.71579383784119,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
891,350548,15,128.848,44.9136,0.18082,0.18067,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,17490,bright2,43.150124602920755,14.55,2.965644302606237,3002,103911,153.92416687238915,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
892,360112,15,130.673,43.5966,0.18086,0.18071,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,17490,bright2,36.693206010023005,14.55,2.5218698288675605,3002,103911,150.75918028258403,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
893,17215,1,54.9264,1.0923,0.18092,0.1808,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,574.3465584680195,25.88,22.192680002628265,10009,222531,112.606419451148,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
894,370595,15,150.498,1.3251,0.18126,0.18138,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,18722,lrgdim,126.03263197692739,36.69,3.4350676472316,2283,84516,88.21082764816904,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
895,15443,1,49.8674,-0.318,0.18136,0.18123,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,612.70513477276,25.88,23.674850648097372,6906,181402,123.27413000121246,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
896,1339392,10,54.1245,-28.5698,0.18145,0.18148,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,657.8919576724509,25.88,25.42086389769903,2894,101209,87.62660831927003,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
897,17332,1,43.7735,-0.1474,0.18217,0.18203,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,654.0571238421719,25.88,25.272686392665065,1825,70606,106.31098398549155,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
898,1580,1,45.3231,-0.6441,0.18229,0.18216,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,645.1819219466997,25.88,24.929749688821474,1825,70606,115.6245682466083,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
899,1250017,10,43.1937,-0.1275,0.18231,0.18217,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,658.0295967743211,25.88,25.426182255576553,1825,70606,103.18903768942259,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
900,15453,1,319.668,-1.0243,0.18252,0.18243,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,29157,lrgdim,716.9238032224167,34.57,20.73832233793511,557,24939,478.7180396712412,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
901,17391,1,347.552,-0.9314,0.1836,0.18345,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,29401,lrgdim,874.2156453444406,37.2,23.500420573775283,11485,239574,340.60043663938876,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
902,1257695,10,7.6016,-42.2982,0.18375,0.18383,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,885.1478523387628,25.88,34.20200356795838,84,4147,301.4033242513543,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
903,17168,1,339.724,-1.1671,0.18389,0.18376,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,29157,lrgdim,837.6172539513248,34.57,24.229599477909307,9096,211228,387.38169875091836,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
904,20048,1,339.308,0.7364,0.18402,0.18388,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,29157,lrgdim,832.4528028277413,34.57,24.080208354866684,5294,153654,391.1293375639882,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
905,1296321,10,40.9169,-0.7619,0.18458,0.18444,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,678.1538673553295,25.88,26.203781582508867,1825,70606,95.26935391203594,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
906,15421,1,33.7416,0.6025,0.18459,0.18443,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,720.2903357037839,25.88,27.83192950941978,7095,184156,82.03408912218494,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
907,8213,1,357.521,-0.9214,0.18484,0.18468,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,25472,dr10lowz2,853.4166909215146,28.47,29.97599897862714,11485,239574,270.5866134040197,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
908,15461,1,326.848,-0.4947,0.18493,0.18482,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,29157,lrgdim,765.2859154514243,34.57,22.137284219017193,9096,211228,456.0402732024109,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
909,1336453,10,40.9697,-1.2293,0.18506,0.18492,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,679.6450787241947,25.88,26.26140180541711,1825,70606,96.13964986749161,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
910,6422,1,349.139,-0.6632,0.18515,0.18501,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,29401,lrgdim,884.2283237758389,37.2,23.7695785961247,11485,239574,331.8870252494788,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
911,16281,1,352.942,-0.6681,0.18522,0.18507,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,29401,lrgdim,899.9712065150997,37.2,24.192774368685473,11485,239574,304.43722630681424,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
912,370563,15,150.952,2.646,0.18527,0.18538,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,18722,lrgdim,110.13619644007726,36.69,3.001804209323447,2283,84516,97.04019747769532,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
913,15365,1,354.557,1.2491,0.18667,0.18651,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,29401,lrgdim,906.7083018647005,37.2,24.37387908238442,11485,239574,297.2327157675832,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
914,18807,1,46.6409,0.7933,0.18728,0.18714,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,642.5334674548237,25.88,24.827413734730438,421,19047,134.4665518752351,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
915,5994,1,312.603,-0.1679,0.18809,0.18801,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,29157,lrgdim,678.6432420074764,34.57,19.63098761953938,11984,244850,515.9856988842081,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
916,12927,1,41.7861,0.7751,0.18906,0.18892,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,677.9901251888265,25.88,26.197454605441518,1825,70606,112.30767942067236,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
917,16100,1,30.4363,-1.0324,0.18908,0.18893,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,752.2090949398812,25.88,29.065266419624468,7095,184156,97.38426828960692,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
918,1273127,10,8.5563,-43.2759,0.18929,0.18937,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,894.9584793266259,25.88,34.581084981708884,2987,103597,308.9616255098039,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
919,18787,1,29.7298,-1.0271,0.18929,0.18915,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,756.815845416984,25.88,29.24327068844606,7095,184156,100.09537033506581,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
920,18749,1,12.5473,0.6754,0.18948,0.18931,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,847.7683692209504,25.88,32.75766496216964,11485,239574,181.70645850692623,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
921,440643,15,53.6036,-26.7739,0.18952,0.18955,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,670.631737561856,25.88,25.91312741738238,2894,101209,104.94541381905019,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
922,6304,1,26.4976,1.196,0.18995,0.18979,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,773.1102130475934,25.88,29.87288303893329,7095,184156,117.82088558610396,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
923,762,1,15.5353,-0.879,0.19025,0.19009,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,836.9871794405012,25.88,32.34108112212138,11485,239574,164.71740971268204,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
924,20687,1,16.7181,1.1541,0.19042,0.19026,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,827.9241385836168,25.88,31.990886344034653,11485,239574,163.15160551363985,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
925,2440,1,42.6337,0.8078,0.19044,0.1903,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,674.9813349633255,25.88,26.081195323157864,1825,70606,119.56220911240304,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
926,16276,1,20.5787,1.0106,0.19413,0.19397,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,815.7379055730069,25.88,31.520011807303202,11485,239574,156.49119536725223,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
927,2246,1,50.0904,-0.8856,0.19434,0.19422,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,635.4000118743066,25.88,24.551777893133952,10009,222531,152.4717964334262,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
928,20821,1,55.5726,1.0631,0.19546,0.19534,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,594.3239656620617,25.88,22.964604546447518,10009,222531,146.67099778876212,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
929,1253920,10,54.6293,-27.0428,0.19553,0.19556,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,676.981066314851,25.88,26.158464695318816,2894,101209,118.60040350643548,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
930,14984,1,313.834,-0.0928,0.19557,0.19549,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,29157,lrgdim,700.4308053201191,34.57,20.261232436219817,11984,244850,532.0535966471515,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
931,15674,1,340.829,0.2629,0.19568,0.19555,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,29157,lrgdim,867.0268586870212,34.57,25.08032567795838,5294,153654,408.43908637437346,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
932,000236,15,131.58,44.0731,0.19616,0.19602,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,17405,lrgdim,194.9589195401145,49.13,3.968225514759098,3002,103911,187.59696354076257,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
933,15129,1,318.902,-0.3214,0.19621,0.19611,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,29157,lrgdim,736.4353750374659,34.57,21.30272996926427,557,24939,516.3676762156863,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
934,1298893,10,35.724,-6.2568,0.19627,0.19616,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,744.4834257920228,25.88,28.7667475190117,1825,70606,115.81910158585283,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
935,1334620,10,35.7529,-6.2642,0.19635,0.19624,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,744.4817486349151,25.88,28.766682713868438,1825,70606,116.0655731474306,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
936,13070,1,357.785,-0.7463,0.19733,0.19719,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,25472,dr10lowz2,880.382388128764,28.47,30.92316080536579,11485,239574,291.43991083655,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
937,18804,1,25.2656,-0.4484,0.19741,0.19726,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,799.0150218405705,25.88,30.873841647626374,7095,184156,139.07101744179417,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
938,1302058,10,53.3964,-29.1906,0.19782,0.19786,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,694.5575033297416,25.88,26.837616048289863,2894,101209,131.65150769645925,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
939,15222,1,2.8534,0.7027,0.19817,0.19801,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,25472,dr10lowz2,905.6786529916699,28.47,31.811684334094483,11485,239574,259.91201499731636,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
940,1316431,10,42.2394,-0.4084,0.19828,0.19815,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,695.0360109828447,25.88,26.85610552483944,1825,70606,134.31799077089457,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
941,13370,1,27.1515,0.3282,0.19861,0.19846,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,789.1863395662552,25.88,30.49406257983985,7095,184156,134.20871897755165,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
942,360145,15,163.669,59.019,0.19877,0.1986,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,14697,lrgdim,79.42111485609269,27.44,2.894355497671016,4972,147466,352.86399553552684,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
943,19658,1,8.9032,-0.2327,0.19878,0.19863,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,25472,dr10lowz2,940.6118522815443,28.47,33.038702222744796,11485,239574,221.3752569508967,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
944,18768,1,17.2167,1.1979,0.19908,0.19892,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,844.598897065517,25.88,32.635196949981335,11485,239574,181.4086986587672,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
945,110460,15,53.8448,-27.8403,0.19953,0.19956,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,30059,lrgdim,691.411859135204,25.88,26.7160687455643,2894,101209,131.96850942141418,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
946,500504,15,212.459,53.4778,0.19961,0.19948,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,19507,lrgdim,71.70929349194502,24.75,2.8973451915937383,6287,171473,481.98741442109184,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
947,560150,15,333.961,1.2276,0.1997,0.19957,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,field_or_wall,not_void,field_or_wall,29157,lrgdim,835.1755792438888,34.57,24.158969604972196,9096,211228,455.19194109228164,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
948,19101,1,7.9727,0.1383,0.20077,0.20062,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,sdss_nonvoid,not_void,outside_filament_catalog_redshift,25472,dr10lowz2,939.4172861234209,28.47,32.996743453579946,,,,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
949,470232,15,129.546,45.2023,0.20083,0.20068,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,sdss_nonvoid,not_void,outside_filament_catalog_redshift,3612,lrgdim,192.3850283458517,28.86,6.66614789833166,,,,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
950,370308,15,131.317,43.3857,0.20087,0.20074,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,sdss_nonvoid,not_void,outside_filament_catalog_redshift,10194,dr10lowz2,91.91347408027843,15.54,5.914637971703889,,,,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
951,590002,15,149.545,0.8783,0.20128,0.20139,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,sdss_nonvoid,not_void,outside_filament_catalog_redshift,9216,lrgdim,85.1761087912003,29.76,2.862100429811838,,,,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
952,13152,1,7.0521,0.118,0.20231,0.20216,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,sdss_nonvoid,not_void,outside_filament_catalog_redshift,25472,dr10lowz2,938.2407612834758,28.47,32.95541838017126,,,,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
953,19913,1,333.763,-0.3413,0.20249,0.20237,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,sdss_nonvoid,not_void,outside_filament_catalog_redshift,29157,lrgdim,842.8670351774281,34.57,24.381458929054904,,,,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
954,6780,1,328.069,0.2671,0.20279,0.20268,sdss_void_filament_crossmatch_v0.1_local_generated_2026-06-30,SDSS void catalog 2014.06.18 plus Tempel/Bisous SDSS filament catalog J/MNRAS/438/3465,sdss_nonvoid,not_void,outside_filament_catalog_redshift,29157,lrgdim,807.6366359385853,34.57,23.362355682342645,,,,derived_crossmatch,"Derived void+filament cross-match; preliminary, not official Pantheon+ metadata."
